customer_id,channel,send_time,message,reasoning,chat_log,issue_status
119315,scheduling_phone_call,2025-07-01T14:38:34.071985,We appreciate your patience with this ongoing issue. Let's schedule a call to resolve this comprehensively.,"Customer classified as 'persistent_customers' based on conversation flow: escalated, interaction count: 7. scheduling_phone_call selected for optimal resolution efficiency - direct communication needed for complex issue","Customer: Got id's Tesco for buying one Adnams Broadside. Is being blind part of the job-spec? I am 35 and 99 kilos.
Support_agent: 105855 Hi Thomas, we operate a Think 25 policy at our stores. I'd be flattered to be ID'd. :-) - Helena
Customer: Tesco Uk offlicense law is 18. Not 25
Support_agent: 105855 Hi Thomas, this is correct but this helps our store colleagues judge age and protect them from making underage sales. Amanda
Customer: Tesco The point is if it's enforced they do it properly or they don't. Plus take some common-sense and think does that person look over 18?
Support_agent: 105855 Hi Thomas, if a colleague believes the person buying alcohol looks under 25, they will be challenged for ID to prove they're of age. - Paige
Customer: Tesco Maybe hire colleagues who can see?",resolved
119319,twitter_dm_reply,2025-07-02T09:00:00,Hi! We have a quick solution for your issue. Let's get this sorted right away.,"Customer classified as 'quick_resolvers' based on sentiment: technical, conversation flow: escalated, interaction count: 6. twitter_dm_reply selected for optimal resolution efficiency - quick Twitter response suitable for simple issue","Customer: Hey Tesco, your website's broken. It's telling me there are no delivery slots for the next 3 weeks, which I find slightly unlikely.
Support_agent: 105856 Hi there, could you try deleting your cache and cookies and reinstalling the app if using it? This should fix the issue :) - Dani
Customer: Tesco Will I lose all the shopping I've done if I delete the cache/cookies (not using app)?
Support_agent: 105856 Hi there, as long as you sign out of your account prior to deleting your cache &amp; cookies, you'll still have a full basket :) Thanks - Mike
Customer: Tesco Done all that. Still telling me there are no delivery slots whatsoever.
Support_agent: 105856 Can you DM me your full name, address and email? I'd be happy to look into this further for you :) Thanks - Mike",resolved
119326,,,,Issue already resolved by customer,"Customer: My apps stop working without warning and my phone freezes every five minutes! Love the new update 76099!!!!
Support_agent: 105857 We'd like to help if we can. When did this start happening? Which version of iOS are you running currently?
Customer: AppleSupport I have the latest version iOS. It started immediately after I updated my phone.
Support_agent: 105857 Is there a particular app that seems to cause these issues more than others? What model iPhone are you using? Join us in DM. [link]GDrqU22YpT",resolved
119328,twitter_dm_reply,2025-07-02T09:00:00,Hi! We have a quick solution for your issue. Let's get this sorted right away.,"Customer classified as 'quick_resolvers' based on sentiment: technical, conversation flow: quick_resolution, interaction count: 2. twitter_dm_reply selected for optimal resolution efficiency - quick Twitter response suitable for simple issue","Customer: HPSupport Problem with printhead  Serial# TH536D1HN #hpcswus #hpprnt
Support_agent: 105858 Hi Agoura, thanks for tweeting. Please refer to this article: [link]BSsgjZARTc &amp; click the link to reply back. ^Rashmi [link]a2xkfCrUG1",resolved
119331.0,twitter_dm_reply,2025-07-02T09:00:00,Hi! We have a quick solution for your issue. Let's get this sorted right away.,"Customer classified as 'quick_resolvers' based on conversation flow: quick_resolution, interaction count: 3. twitter_dm_reply selected for optimal resolution efficiency - quick Twitter response suitable for simple issue","Customer: They reschedule my shit for tomorrow [link]RsvZcT982t
Customer: 105860 I wish Amazon had an option of where I can just get it shipped to the ups store so I can avoid a lot of the struggle
Support_agent: 105859 UPS has a service called My Choice that will allow your packages to be delivered to UPS Store. ^ML  [link]BPZKndqww1 [link]wKJHDXWGRQ",resolved
119333,twitter_dm_reply,2025-07-02T09:00:00,Hi! We have a quick solution for your issue. Let's get this sorted right away.,"Customer classified as 'quick_resolvers' based on conversation flow: abandoned, interaction count: 1. twitter_dm_reply selected for optimal resolution efficiency - quick Twitter response suitable for simple issue",Customer: Tesco bit of both - finding the layout cumbersome and when removing an item from faves - getting a huge slowdown. Not keen on the thin green line [link]9281OKEebk,resolved
119274,twitter_dm_reply,2025-07-02T09:00:00,Hi! We have a quick solution for your issue. Let's get this sorted right away.,"Customer classified as 'quick_resolvers' based on conversation flow: quick_resolution, interaction count: 2. twitter_dm_reply selected for optimal resolution efficiency - quick Twitter response suitable for simple issue","Customer: O2 I received this a few weeks ago, since then I've been getting 2/3 calls a day from a telemarketer. Is someone using your name? [link]GLtz4XHcex
Support_agent: 82476 🤔 We'd like to help Sam, which number is calling you? Please DM us more info so we can advise further. [link]5pyLDJBC6r",resolved
119332,twitter_dm_reply,2025-07-02T09:00:00,Hi! We have a quick solution for your issue. Let's get this sorted right away.,"Customer classified as 'quick_resolvers' based on conversation flow: quick_resolution, interaction count: 1. twitter_dm_reply selected for optimal resolution efficiency - quick Twitter response suitable for simple issue","Support_agent: 105861 Hey Sara, sorry to hear of the issues you are having, can I ask if it's the lay out or just the speed of the website responding? TY - Chris",resolved
119335,twitter_dm_reply,2025-07-02T09:00:00,Hi! We have a quick solution for your issue. Let's get this sorted right away.,"Customer classified as 'quick_resolvers' based on conversation flow: quick_resolution, interaction count: 1. twitter_dm_reply selected for optimal resolution efficiency - quick Twitter response suitable for simple issue","Support_agent: 105861 If that doesn't help please DM your full name, address and email including the browser and device so we can log this. Thanks - Lee 2/2",resolved
119246,twitter_dm_reply,2025-07-02T09:00:00,Hi! We have a quick solution for your issue. Let's get this sorted right away.,"Customer classified as 'quick_resolvers' based on conversation flow: quick_resolution, interaction count: 1. twitter_dm_reply selected for optimal resolution efficiency - quick Twitter response suitable for simple issue",Support_agent: 105836 That's what we're here for Miriam 😊  The team should send you an email shortly ^HP,resolved
119240,twitter_dm_reply,2025-07-02T09:00:00,Hi! We have a quick solution for your issue. Let's get this sorted right away.,"Customer classified as 'quick_resolvers' based on conversation flow: quick_resolution, interaction count: 1. twitter_dm_reply selected for optimal resolution efficiency - quick Twitter response suitable for simple issue","Support_agent: 105836 LiveChat is online at the moment - [link]SY94VtU8Kq or contact 03331 031 031 option 1, 4, 3 (Leave a message) to request a call back",resolved
119243,twitter_dm_reply,2025-07-02T09:00:00,Hi! We have a quick solution for your issue. Let's get this sorted right away.,"Customer classified as 'quick_resolvers' based on conversation flow: quick_resolution, interaction count: 1. twitter_dm_reply selected for optimal resolution efficiency - quick Twitter response suitable for simple issue","Support_agent: 105836 Have you tried from another device, Miriam ^MM",resolved
119245,twitter_dm_reply,2025-07-02T09:00:00,Hi! We have a quick solution for your issue. Let's get this sorted right away.,"Customer classified as 'quick_resolvers' based on conversation flow: quick_resolution, interaction count: 1. twitter_dm_reply selected for optimal resolution efficiency - quick Twitter response suitable for simple issue","Support_agent: 105836 It's working OK from here, Miriam. Does this link help [link]0m2mpH15eh ? ^MM",resolved
